district,doc,pre_date,cur_date,days,pre_read,cur_read,consumption,bill,obstcle,meter,Y,X,ID,flats,land_use,capacity,diameter
ناحيه 2 گرگان,11271237,980431,980516,1683,3581,11343,175,164317,nan,1397/03/06,4077441.02967,273330.272087,68063700,13,مسكوني,5,0.75
ناحيه 6 گرگان,11303716,970127,990125,85,17997,13745,209,295511,nan,1398/07/10,4081305.87837,269178.110211,25210500,2,مسكوني,165,0.75
ناحيه 2 گرگان,11296710,950506,950320,133,11653,8509,186,754532,قرائت نشده,1394/05/08,,,11402200,4,مسكوني,50,0.75
ناحيه روستايي گرگان,41199702,971226,970719,205,2353,2005,22,211695,nan,1390/11/11,4079562.63974,,14643700,17,مسكوني,27,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11677090,970728,961016,320,11217,1303,470,672494,nan,1395/02/14,4079870.78365,274629.613385,11204000,24,مسكوني,23,0.75
ناحيه 7 گرگان,61693134,970507,990405,92,8022,15054,477,185296,از کار افتاده,1395/10/29,4081234.55247,271610.561431,16841900,9,مسكوني,66,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,41156027,980122,971127,106,809,13431,244,606049,قرائت نشده,1392/04/15,4082274.797580001,270666.23276,21077901,11,مسكوني,27,0.75
ناحيه 4 گرگان,11524658,990226,960325,376,9074,11698,146,358715,از کار افتاده,1391/03/24,,,21622300,3,مسكوني,75,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,41132969,960221,990918,112,467,6884,277,440322,از کار افتاده,1394/12/01,4079299.1285,273268.585529,16561500,17,مسكوني,62,0.75
 قرارداد  3210 کد 101شرکت فاينانس پو يا فن هيرکان گر گان ,61690613,940917,990306,93,13994,5609,386,259544,از کار افتاده,1398/12/11,,,23341600,3,مسكوني,60,0.75
ناحيه 3 گرگان,11301152,970214,960203,317,9792,11154,556,83244,nan,1393/03/10,,272397.33685,64523100,18,مسكوني,72,0.75
ناحيه 2 گرگان,11555065,961026,971021,93,7935,12106,904,717049,از کار افتاده,1395/09/17,4076049.02705,272193.317529,16832900,24,مسكوني,41,0.75
ناحيه 7 گرگان,11296311,960321,950318,359,5591,15636,444,1417254,قرائت نشده,1395/08/16,,,22060200,9,مسكوني,27,0.75
ناحيه 1 گرگان,11509896,960924,970611,181,11024,2690,160,445106,از کار افتاده,1390/12/23,,,14062955,6,مسكوني,131,0.75
ناحيه روستايي گرگان,41124354,961127,990603,231,10884,15852,646,465872,nan,1399/02/14,,272732.442409,46630600,4,مسكوني,40,0.75
ناحيه 6 گرگان,11603612,950209,970822,77,6519,11507,38,324254,قرائت نشده,1397/11/29,,,23125000,11,مسكوني,61,0.75
املاک استيجاري اموزشي  ,11318331,990815,980902,482,6338,11032,393,1525581,قرائت نشده,1398/06/01,,,12268700,9,مسكوني,7,0.75
ناحيه 1 گرگان,11182455,980120,991117,277,6826,5844,5,501650,از کار افتاده,1398/08/14,4077019.69514,,16450100,20,مسكوني,22,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,41155110,960405,970615,113,80,2192,310,156199,از کار افتاده,1399/11/27,4075161.48506,,42133000,4,مسكوني,18,0.75
ناحيه 50 مراکز اداري دولتي ,11700374,990231,971220,48,7944,10473,452,1068582,از کار افتاده,1392/04/31,,273011.006271,21101000,4,مسكوني,24,0.75
 قرارداد  3210 کد 101شرکت فاينانس پو يا فن هيرکان گر گان ,41194085,981004,970704,140,16207,2732,153,1234505,nan,1393/02/24,4080128.41325,272722.745948,16943800,15,مسكوني,296,0.75
ناحيه 4 گرگان,41154032,951217,950616,253,7951,9976,77,632464,قرائت نشده,1399/08/24,,272396.308689,26203600,18,مسكوني,14,0.75
 قرارداد 16135 کد 221شرکت فاينانس پيام سازه سپاهان  ,11116797,950522,951022,221,14947,7453,731,388890,nan,1393/01/30,4079898.6936,272634.002804,42831200,16,مسكوني,42,0.75
ناحيه 50 مراکز اداري دولتي ,61688402,981128,980127,151,20010,16671,385,2139569,از کار افتاده,1393/09/09,,,17244600,21,مسكوني,43,0.75
ناحيه 5 گرگان,11194488,990422,950218,2,17325,12494,227,1250073,از کار افتاده,1393/06/27,,,16974700,15,مسكوني,50,0.75
ناحيه 50 مراکز اداري دولتي ,11116541,940917,951023,404,3729,8932,404,496098,nan,1393/10/16,,271996.041292,41026900,11,مسكوني,10,0.75
ناحيه روستايي گرگان,41140392,940603,990310,103,12784,2413,264,1380449,قرائت نشده,1398/03/14,4077924.65123,,43112100,3,مسكوني,104,0.75
ناحيه 7 گرگان,11356411,990630,950724,222,12306,10394,817,133742,از کار افتاده,1399/08/09,,274539.148318,42711000,7,مسكوني,42,0.75
 قرارداد  3210 کد 101شرکت فاينانس پو يا فن هيرکان گر گان ,11550497,970126,981122,24,18058,11967,124,1160256,nan,1391/10/18,,273058.373199,51591900,15,مسكوني,80,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,11536711,960824,960622,44,1345,20810,595,1108462,nan,1397/12/07,4079519.15463,272599.821063,21700700,13,مسكوني,62,0.75
ناحيه 2 گرگان,11688553,990806,960715,98,4090,197,526,881570,nan,1397/09/17,4079178.2626,272787.955041,17242525,11,مسكوني,42,0.75
ناحيه 5 گرگان,41170071,980214,980720,142,13649,5153,484,952964,از کار افتاده,1399/03/10,4080250.92,269658.161327,51106600,42,مسكوني,42,0.75
ناحيه 6 گرگان,41192562,980705,950722,66,1057,11326,270,512657,قرائت نشده,1398/03/09,4078946.67666,271059.900538,25005301,6,مسكوني,40,0.75
ناحيه 6 گرگان,11155768,950615,971009,368,13608,12943,937,533949,nan,1392/11/13,54.4361283333333,,23380035,9,مسكوني,131,0.75
ناحيه 3 گرگان,11459325,970904,960620,208,5294,5063,217,2555775,از کار افتاده,1398/08/04,,274154.54579,36002600,16,مسكوني,32,0.75
ناحيه روستايي گرگان,11321625,960326,961120,415,3414,13197,462,208341,nan,1398/04/11,4079102.00518,,74223600,12,مسكوني,131,0.75
ناحيه 4 گرگان,11209914,990915,950917,51,5980,14496,428,1000914,قرائت نشده,1390/06/16,,271457.233014,14173300,2,مسكوني,15,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,41012122,971107,980709,256,2254,1462,398,3672992,قرائت نشده,1391/02/12,,,41071800,15,مسكوني,61,0.75
 قرارداد 16135 کد 221شرکت فاينانس پيام سازه سپاهان  ,11656983,940526,990817,220,10220,2730,319,1038400,قرائت نشده,1390/12/17,,271215.282502,43075215,11,مسكوني,198,0.75
ناحيه 7 گرگان,11715056,970402,960616,22,180,4356,239,740594,قرائت نشده,1393/06/09,4079249.57302,,21610300,8,مسكوني,66,0.75
ناحيه 8 گرگان,11380818,950627,960810,98,10382,294,275,768427,nan,1390/11/19,,272991.319167,63080500,18,مسكوني,27,0.75
ناحيه 8 گرگان,11211072,950602,970726,400,13213,2242,826,884898,از کار افتاده,1393/05/04,4079653.40003,,45161000,7,مسكوني,17,0.75
ناحيه 5 گرگان,11229851,970805,990216,26,10820,4891,124,800349,از کار افتاده,1388/11/28,,,51851725,18,مسكوني,131,0.75
ناحيه روستايي گرگان,11681616,941113,950626,204,8003,1236,667,1962606,قرائت نشده,1395/07/25,,,11141801,23,مسكوني,24,0.75
املاک استيجاري اموزشي  ,11673150,950320,980410,165,2408,8882,414,1628431,nan,1394/05/07,4079767.05722,273195.228702,45062400,7,مسكوني,12,0.75
ناحيه 2 گرگان,11138120,950519,950109,359,562,7846,53,847966,nan,1390/11/11,4075950.54331,,42530000,8,مسكوني,40,0.75
ناحيه 8 گرگان,11677789,980523,990207,501,612,5369,446,3401367,قرائت نشده,1396/09/14,,271375.656871,52902955,17,مسكوني,7,0.75
ناحيه 6 گرگان,41123269,990524,950928,162,32221,12447,596,1699966,از کار افتاده,1391/01/30,,,11462500,14,مسكوني,48,0.75
ناحيه 1 گرگان,11557572,950419,950218,187,34528,8638,228,165716,قرائت نشده,1396/04/05,4079479.38381,272944.00541700004,53223100,23,مسكوني,79,0.75
ناحيه 6 گرگان,61690408,980609,990530,213,19800,1716,197,710319,از کار افتاده,1391/06/05,,,44432800,42,مسكوني,35,0.75
ناحيه 9 گرگان,11520946,960114,980508,224,1400,601,516,1014861,از کار افتاده,1393/08/21,4080493.20159,,17212000,13,مسكوني,77,0.75
 قرارداد 16135 کد 221شرکت فاينانس پيام سازه سپاهان  ,41163350,970202,950218,76,5076,6642,134,405206,قرائت نشده,1397/10/13,,274467.353291,25261000,10,مسكوني,40,0.75
ناحيه 9 گرگان,11118765,940728,990319,287,5669,4842,450,473833,از کار افتاده,1397/02/01,4078591.8015,,41645500,23,مسكوني,65,0.75
ناحيه 1 گرگان,41196045,950818,961016,144,1473,11614,470,1142805,از کار افتاده,1395/12/15,,269828.857138,17775265,12,مسكوني,65,0.75
 قرارداد 16135 کد 221شرکت فاينانس پيام سازه سپاهان  ,11377671,990412,991029,172,10811,16980,330,573104,قرائت نشده,1399/05/31,,274467.353291,27106700,11,مسكوني,58,0.75
ناحيه 50 مراکز اداري دولتي ,11430017,980819,950608,94,7930,1851,907,599093,nan,1397/11/01,4077086.89585,,23343400,10,مسكوني,48,0.75
ناحيه 9 گرگان,11273949,960913,970503,287,14971,15340,420,45313,از کار افتاده,1394/02/16,4079404.36551,,42535400,4,مسكوني,32,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11101030,940403,981001,233,1810,13797,170,706502,قرائت نشده,1397/09/21,4081407.55611,,14166500,3,مسكوني,19,0.75
ناحيه 3 گرگان,11710994,971127,980301,101,9428,13136,470,466954,از کار افتاده,1393/06/17,4081383.11734,272668.667639,25108400,17,مسكوني,79,0.75
ناحيه 3 گرگان,11435647,961128,990516,18,13188,13455,88,278752,از کار افتاده,1390/06/17,,270031.688763,45301200,13,مسكوني,60,0.75
ناحيه 9 گرگان,41017922,960619,970307,229,1341,14684,104,1077708,nan,1394/03/19,54.4362949,273385.484547,14172600,15,مسكوني,72,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11277294,961106,950405,182,20692,19749,36,365423,قرائت نشده,1391/05/02,4075746.10819,,41486500,15,مسكوني,52,0.75
ناحيه 2 گرگان,11262122,970108,990429,607,11897,7435,139,337427,از کار افتاده,1398/11/03,4077488.34188,274709.862937,17242525,3,مسكوني,6,0.75
ناحيه 5 گرگان,61696121,980712,960817,208,10425,5492,420,1096826,nan,1396/11/28,4081885.41195,272575.089306,68109800,28,مسكوني,6,0.75
ناحيه 4 گرگان,11273949,970924,980127,432,1716,5514,293,573130,nan,1393/04/02,4079536.93054,,46741100,2,مسكوني,18,0.75
ناحيه 2 گرگان,11208721,981120,990619,72,6499,1312,433,304641,قرائت نشده,1394/12/02,,271437.94317800005,45151500,42,مسكوني,60,0.75
ناحيه روستايي گرگان,11282476,950607,990313,371,2097,1793,242,395200,قرائت نشده,1396/05/25,4080149.0644,273564.738975,24224125,1,مسكوني,15,0.75
ناحيه 1 گرگان,11413716,990514,971226,132,9680,2062,243,1562542,قرائت نشده,1393/03/07,,,14121800,12,مسكوني,19,0.75
 قرارداد 16135 کد 221شرکت فاينانس پيام سازه سپاهان  ,11180517,950207,980714,347,11583,8822,82,182983,قرائت نشده,1397/09/26,,,62611700,11,مسكوني,17,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,11293044,990406,990505,201,12909,4291,122,477035,nan,1393/12/12,4079187.81738,,45230600,15,مسكوني,70,0.75
ناحيه روستايي گرگان,11301616,970624,960531,229,17483,2527,195,1009685,از کار افتاده,1397/09/20,4079856.2859,271048.017744,17223400,5,مسكوني,14,0.75
ناحيه روستايي گرگان,11507893,980416,980226,190,4050,4685,375,1081274,nan,1390/11/05,4078640.79685,,46502543,4,مسكوني,22,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11127039,980801,960220,49,14908,4062,374,674725,قرائت نشده,1394/04/31,,,43112500,16,مسكوني,37,0.75
ناحيه 9 گرگان,11490168,980522,950830,232,8685,3024,408,832567,قرائت نشده,1390/08/25,,,16955200,4,مسكوني,40,0.75
ناحيه 5 گرگان,11473743,931128,950923,27,11708,7536,156,735753,قرائت نشده,1397/07/07,,,42771500,12,مسكوني,77,0.75
ناحيه 2 گرگان,11109324,970708,950205,260,15749,12084,397,963322,قرائت نشده,1397/10/28,4075951.19834,271630.407497,74202000,1,مسكوني,72,0.75
ناحيه 9 گرگان,11505211,941117,991125,117,3858,4231,216,3145950,قرائت نشده,1393/08/16,,273252.044822,51690600,10,مسكوني,105,0.75
ناحيه 1 گرگان,11334123,990819,970302,31,98,15745,500,708848,قرائت نشده,1395/11/12,,,17811501,11,مسكوني,10,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,41178365,971009,980524,700,12477,22077,562,356601,قرائت نشده,1397/04/06,,36.8488149999999,14041800,15,مسكوني,240,0.75
ناحيه 5 گرگان,11234536,990911,991116,372,7490,10106,512,1259704,قرائت نشده,1392/12/01,,273729.214825,62442600,13,مسكوني,27,0.75
ناحيه 1 گرگان,11358634,940924,961030,38,8036,3553,357,960250,قرائت نشده,1396/01/29,,272983.564388,26444800,20,مسكوني,0,0.75
ناحيه 8 گرگان,11649616,960603,970912,68,5188,3171,362,769179,از کار افتاده,1395/10/25,4076668.34585,,42331900,5,مسكوني,6,0.75
ناحيه 8 گرگان,11194569,980124,970901,171,3685,5227,191,1753073,از کار افتاده,1396/10/05,,,24000138,2,مسكوني,7,0.75
 قرارداد  3210 کد 101شرکت فاينانس پو يا فن هيرکان گر گان ,11308017,971123,970824,161,26201,12202,507,569737,از کار افتاده,1395/12/15,,,42545600,21,مسكوني,77,0.75
املاک استيجاري اموزشي  ,11198467,950206,980507,123,16299,6092,558,866972,از کار افتاده,1394/02/01,,272657.527288,21983900,11,مسكوني,17,0.75
ناحيه 5 گرگان,11574094,951112,970907,55,3059,12933,1017,2193167,nan,1394/09/02,4079353.23186,272337.976194,22061500,20,مسكوني,13,0.75
ناحيه 7 گرگان,41193968,970921,991030,501,3398,6027,417,419174,قرائت نشده,1392/07/13,,,46751800,13,مسكوني,20,0.75
 قرارداد 16135 کد 221شرکت فاينانس پيام سازه سپاهان  ,11246852,990926,990904,29,7513,12513,398,590557,از کار افتاده,1394/10/29,,,23470200,28,مسكوني,80,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,11150910,971226,980330,173,5888,12509,305,239451,قرائت نشده,1397/10/21,,,23310000,24,مسكوني,75,0.75
ناحيه 4 گرگان,41128511,981221,950515,272,509,9347,492,102221,قرائت نشده,1399/06/15,,,16960500,24,مسكوني,27,0.75
ناحيه 1 گرگان,11229419,960828,970810,29,3519,6662,229,3632043,از کار افتاده,1395/09/30,4076635.72656,272907.718079,51851500,20,مسكوني,36,0.75
املاک استيجاري اموزشي  ,11223577,990409,980609,23,8328,11627,184,314807,nan,1394/07/15,,271990.817049,25170100,2,مسكوني,61,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11305727,970511,960404,501,7857,9588,209,1974590,از کار افتاده,1397/08/12,,,51820935,5,مسكوني,18,0.75
ناحيه 50 مراکز اداري دولتي ,11535668,951029,960427,82,109,9302,532,829308,از کار افتاده,1390/03/22,,272262.51481900003,43119000,16,مسكوني,27,0.75
ناحيه 50 مراکز اداري دولتي ,11474553,980821,981226,28,7833,8310,69,648923,nan,1399/11/20,4077507.90995,,24014600,20,مسكوني,131,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,11474464,941017,970702,870,25295,7268,102,212354,از کار افتاده,1395/01/28,4079591.8017,,26224300,6,مسكوني,18,0.75
ناحيه 8 گرگان,11694022,950330,980930,118,7004,8285,379,787722,قرائت نشده,1395/09/21,,273959.60277600004,74361700,7,مسكوني,58,0.75
ناحيه 4 گرگان,11580167,950115,991019,253,5723,5432,381,541350,از کار افتاده,1391/04/21,4080533.67469,269967.778589,22071100,4,مسكوني,27,0.75
ناحيه 6 گرگان,41153923,961212,950221,98,1479,1934,345,1499469,قرائت نشده,1396/02/24,4081495.97707,270765.319105,46625000,17,مسكوني,63,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11320556,951128,970803,147,6184,12168,489,1059625,از کار افتاده,1397/08/04,,271638.462607,14352400,6,مسكوني,7,0.75
